"ID";"AUTHORS";"AVGRATING";"CATEGORIES";"DATEOFADDITION";"DATEOFPUBLICATION";"DESCRIPTION";"NOTE";"IMAGEURL";"INDUSTRIALIDENTIFIER";"LANGUAGE";"LOCATION";"PAGECOUNT";"PREVIEWLINK";"PRICE";"PRINTTYPE";"PUBLISHER";"SUBTITLE";"TITLE";"VOTES"
"30073";"Ingo Arnold; Arif Chughtai; Edmund Ihler; Timo Kehrer; Uwe Mehlig; Uwe Zdun";"0.0";"Software-Architektur";"18.09.2013";"26.11.2008";"(Autor) O. Vogel et al. (Titel) Software-Architektur (Untertitel) Grundlagen - Konzepte - Praxis (HL) Der umfassende Einstieg in die Software – Architektur! (copy) Dieser Titel behandelt das Thema Software- Architektur umfassend und strukturiert die Thematik mit Hilfe eines architektonischen Ordnungsrahmens. Es stellt den 'Architekten' in den Mittelpunkt und bietet ihm langfristige Orientierung. Das Buch vermittelt essenzielles Wissen und zeigt, wie das erworbene Wissen konkret und in entsprechenden Projekten eingesetzt werden kann. Zu diesem Zweck enthält das Buch Anwendungsszenarien und Fallstudien aus verschiedenen Industriezweigen und Anwendungsdomänen. Das optimale Einstiegswerk für Softwareentwickler und Studenten. (Biblio)";"privates Exemplar";"http://bks2.books.google.de/books?id=2xsK1-YJgZ8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783827419330";"de";"TAB 2.57";"556";"http://books.google.de/books?id=2xsK1-YJgZ8C&printsec=frontcover&dq=isbn:9783827419330&hl=&cd=1&source=gbs_api";;"BOOK";"Springer";;"Software-Architektur";"0"
"30074";"Wilhelm Hasselbring";"0.0";"Software-Architektur";"18.09.2013";"01.01.2008";;"privates Exemplar";;"9783898645591";"de";"TAB 2.57";"575";"http://books.google.de/books?id=zu4yPQAACAAJ&dq=isbn:9783898645591&hl=&cd=1&source=gbs_api";;"BOOK";;;"Handbuch der Software-Architektur";"0"
"30075";"Len Bass; Paul Clements; Rick Kazman";"0.0";"Software-Architektur";"18.09.2013";"01.01.2003";"This award-winning book, substantially updated to reflect the latest developments in the field, introduces the concepts and best practices of software architecture--how a software system is structured and how that system's elements are meant to interact. Distinct from the details of implementation, algorithm, and data representation, an architecture holds the key to achieving system quality, is a reusable asset that can be applied to subsequent systems, and is crucial to a software organization's business strategy. Drawing on their own extensive experience, the authors cover the essential technical topics for designing, specifying, and validating a system. They also emphasize the importance of the business context in which large systems are designed. Their aim is to present software architecture in a real-world setting, reflecting both the opportunities and constraints that companies encounter. To that end, case studies that describe successful architectures illustrate key points of both technical and organizational discussions. Topics new to this edition include: Architecture design and analysis, including the Architecture Tradeoff Analysis Method (ATAM) Capturing quality requirements and achieving them through quality scenarios and tactics Using architecture reconstruction to recover undocumented architectures Documenting architectures using the Unified Modeling Language (UML) New case studies, including Web-based examples and a wireless Enterprise JavaBeans™ (EJB) system designed to support wearable computers The financial aspects of architectures, including use of the Cost Benefit Analysis Method (CBAM) to make decisions If you design, develop, or manage the building of large software systems (or plan to do so), or if you are interested in acquiring such systems for your corporation or government agency, use Software Architecture in Practice, Second Edition, to get up to speed on the current state of software architecture.";"privates Exemplar";"http://bks8.books.google.de/books?id=mdiIu8Kk1WMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9780321154958";"en";"TAB 2.57";"528";"http://books.google.de/books?id=mdiIu8Kk1WMC&printsec=frontcover&dq=isbn:9780321154958&hl=&cd=1&source=gbs_api";;"BOOK";"Addison-Wesley Professional";;"Software Architecture in Practice";"0"
"30076";"Len Bass; Paul Clements; Rick Kazman";"0.0";"Software-Architektur";"18.09.2013";"01.01.1998";"This book introduces the concepts and practice of software architecture -- what a system is designed to do, and how its components are meant to interact with each other. An architecture is an abstract view, distinct from the details of implementation, algorithm, and data representation. Its creation is the first step in designing a system with properties desired by customers, end users, developers, maintainers, and other interested parties. The authors cover not only essential technical topics for specifying and validating a system, but, for the first time, emphasize the importance of the business context in which large systems are designed. Enhancing both technical and organizational discussions, key points are illuminated by substantial case studies undertaken by the authors and the Software Engineering Institute.";"privates Exemplar";"http://bks5.books.google.de/books?id=uKhQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780201199307";"en";"TAB 2.57";"452";"http://books.google.de/books?id=uKhQAAAAMAAJ&dq=isbn:9780201199307&hl=&cd=1&source=gbs_api";;"BOOK";"Addison-Wesley Professional";;"Software architecture in practice";"0"
"30077";"Jorge Marx Gómez; Claus Rautenstrauch; André Zwanziger";"0.0";"Software-Architektur";"18.09.2013";"01.03.2006";"Umfassende Einführung in alle relevanten Grundlagen, Methoden und Technologien, wobei im Gegensatz zur aktuellen Literatur zu diesem Thema, Software-Architekturen aus den betriebswirtschaftlichen Anforderungen hergeleitet und zum Lehrbuch für Systementwicklung zusammengefasst werden. Dafür sind erstmalig Ideen zu Pattern, Patternsprachen, Fachkomponenten und Web-Services in einem Vorgehensmodell zur Systementwicklung vereint.";"privates Exemplar";"http://bks6.books.google.de/books?id=LMpu1ZqP2rUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783540258216";"de";"TAB 2.57";"192";"http://books.google.de/books?id=LMpu1ZqP2rUC&printsec=frontcover&dq=isbn:9783540258216&hl=&cd=1&source=gbs_api";;"BOOK";"Springer DE";;"Software-Architekturen für das E-Business";"0"
"30078";"Shari Lawrence Pfleeger; Joanne M. Atlee";"0.0";"Software-Architektur";"18.09.2013";"01.01.2006";"For introductory courses in Software Engineering. This introduction to software engineering and practice addresses both procedural and object-oriented development. The book applies concepts consistently to two common examples – a typical information system and a real-time system. It combines theory with real, practical applications by providing an abundance of case studies and examples from the current literature. This revision has been thoroughly updated to reflect significant changes in software engineering, including modeling and agile methods.";"privates Exemplar";"http://bks9.books.google.de/books?id=ozJkQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780131984615";"en";"TAB 2.57";"716";"http://books.google.de/books?id=ozJkQgAACAAJ&dq=isbn:9780131984615&hl=&cd=1&source=gbs_api";;"BOOK";;;"Software Engineering";"0"
"30079";"Ian Sommerville";"0.0";"Software-Architektur";"18.09.2013";"01.01.2007";;"privates Exemplar";"http://bks9.books.google.de/books?id=5ohDPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9783827372574";"en";"TAB 2.57";"875";"http://books.google.de/books?id=5ohDPgAACAAJ&dq=isbn:9783827372574&hl=&cd=1&source=gbs_api";;"BOOK";;;"Software Engineering";"0"
"30080";"Andrea de Lucia; Filomena Ferrucci";"0.0";"Software-Architektur";"18.09.2013";"16.03.2009";"The International Summer School on Software Engineering trains future researchers and facilitates the exchange of knowledge between academia and industry. This volume contains papers from recent summer schools and contributions on latest findings in the field.";"privates Exemplar";"http://bks8.books.google.de/books?id=r8ZKmKYs7R0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783540958871";"en";"TAB 2.57";"257";"http://books.google.de/books?id=r8ZKmKYs7R0C&printsec=frontcover&dq=isbn:9783540958871&hl=&cd=1&source=gbs_api";;"BOOK";"Springer";;"Software Engineering";"0"
"30081";"Leszek A. Maciaszek; Bruc Lee Liong; Stephen Bills";"0.0";"Software-Architektur";"18.09.2013";"01.01.2005";"The distinctive character of this book stems from two endeavors. First, this book is about the way software engineering is done in practice. Second, it is about software engineering for enterprise applications. 'Enterprise applications include payroll, patient records, shipping tracking, cost analysis, credit scoring, insurance, supply chain, accounting, customer service, and foreign exchange trading. Enterprise applications don't include automobile fuel injection, word processors, elevator controllers, chemical plant controllers, telephone switches, operating systems, compilers, and games.' (Fowler, 2003, p.3). The book is pivoted on one main case-study, a large number of supporting examples, and end-of-chapter problem-solving exercises consisting of case-study exercises and minicases. A particular organization that the case-study, problem-solving exercises and most examples are derived from is a company specializing in advertising expenditure measurement. The book endeavors to give broad software engineering knowledge and to provide background information prior to presenting case-study solutions. However, a distinguishing emphasis of the book is to concentrate on support skills for system design and programming. For given requirements, the book iteratively develops design and implementation models. Case-study, examples and problem-solving exercises are carefully selected to emphasize various aspects of software development as necessitated by unique characteristics of different applications and target software solutions. The book consists of four parts. Part A (Software projects) discusses software lifecycle, software engineering tools, project planning, budgeting and scheduling, project quality, risk management, and change management. The next three parts (B, C, and D) concentrate on methods, techniques, processes, and development environments of software engineering. The case-study, examples and problem-solving exercises are based on the experience gained from a large ACNielsen project. For pedagogical reasons, industrial problems and solutions have been simplified and re-implemented specifically for the purpose of the book. Occasionally, for comparative purposes, more than one programming environment has been used in presented solutions. All programming code, including code not presented in the text, is available on the book's website. The code is mostly Java accessing Oracle database.";"privates Exemplar";"http://bks8.books.google.de/books?id=d9lzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780321204653";"en";"TAB 2.57";"825";"http://books.google.de/books?id=d9lzQgAACAAJ&dq=isbn:9780321204653&hl=&cd=1&source=gbs_api";;"BOOK";"Addison-Wesley";;"Practical Software Engineering";"0"
"30082";"J. E. Cooling";"0.0";"Software-Architektur";"18.09.2013";"01.01.2003";"The comprehensive coverage and real-world perspective makes the book accessible and appealing to both beginners and experienced designers. Covers both the fundamentals of software design and modern design methodologies Provides comparisons of different development methods, tools and languages Blends theory and practical experience together Emphasises the use of diagrams and is highly illustrated";"privates Exemplar";"http://bks5.books.google.de/books?id=xqPJjzDsK-AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9780201596205";"en";"TAB 2.57";"800";"http://books.google.de/books?id=xqPJjzDsK-AC&printsec=frontcover&dq=isbn:9780201596205&hl=&cd=1&source=gbs_api";;"BOOK";"Pearson Education";;"Software Engineering for Real-Time Systems";"0"
"30083";"Ian Sommerville";"0.0";"Software-Architektur";"18.09.2013";"26.03.2010";"This book discusses a comprehensive spectrum of software engineering techniques and shows how they can be applied in practical software projects. This edition features updated chapters on critical systems, project management and software requirements.";"privates Exemplar";"http://bks1.books.google.de/books?id=l0egcQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780137053469";"en";"TAB 2.57";"773";"http://books.google.de/books?id=l0egcQAACAAJ&dq=isbn:9780137053469&hl=&cd=1&source=gbs_api";;"BOOK";"Pearson Custom Publishing";;"Software Engineering";"0"
"30084";"Wolfgang Zuser; Thomas Grechenig; Monika Köhle";"0.0";"Software-Architektur";"18.09.2013";"01.01.2004";;"privates Exemplar";"http://bks8.books.google.de/books?id=dMA1AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9783827370907";"en";"TAB 2.57";"457";"http://books.google.de/books?id=dMA1AAAACAAJ&dq=isbn:9783827370907&hl=&cd=1&source=gbs_api";;"BOOK";;;"Software-Engineering";"0"
"30085";"Wolfgang Zuser; Thomas Grechenig; Monika Köhle";"0.0";"Software-Engineering";"18.09.2013";"01.01.2004";;"privates Exemplar";"http://bks8.books.google.de/books?id=dMA1AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9783827370907";"de";"TAB 2.57";"457";"http://books.google.de/books?id=dMA1AAAACAAJ&dq=isbn:9783827370907&hl=&cd=1&source=gbs_api";"39.95";"BOOK";"Pearson";;"Software-Engineering";"0"
"30086";"Bernd Brügge; Allen H. Dutoit";"0.0";"Software-Engineering";"18.09.2013";"01.01.2004";;"privates Exemplar";;"9783827370822";"de";"TAB 2.57";"752";"http://books.google.de/books?id=aJgVAgAACAAJ&dq=isbn:9783827370822&hl=&cd=1&source=gbs_api";;"BOOK";;;"Objektorientierte Softwaretechnik";"0"
"30087";"Wolfgang Zuser";"0.0";"Software-Engineering";"18.09.2013";"01.01.2010";;"privates Exemplar";;"9783868940367";"de";"TAB 2.57";"286";"http://books.google.de/books?id=7KfpZwEACAAJ&dq=isbn:9783868940367&hl=&cd=1&source=gbs_api";;"BOOK";;;"Softwaretechnologie für Einsteiger";"0"
"30088";"Klaus Pohl; Chris Rupp";"0.0";"Requirements-Engineering";"18.09.2013";"01.01.2009";;"privates Exemplar";;"9783898646130";"de";"TAB 2.57";"172";"http://books.google.de/books?id=gw_eZwEACAAJ&dq=isbn:9783898646130&hl=&cd=1&source=gbs_api";"29.90";"BOOK";"dpunkt";;"Basiswissen requirements engineering";"0"
"30089";"Barry W. Boehm";"0.0";"Kostenschätzung";"18.09.2013";"01.01.2000";"Don't become a statistic-take control of your software projects and plan for success! Success in all types of organization depends increasingly on the development of customized software solutions, yet more than half of software projects now in the works will exceed both their schedules and their budgets by more than 50%. While some types of overruns remain unpredictable, most can be avoided by sound modeling. COCOMO II provides you with a thorough rework of the classic COCOMO model to address modern software processes and construction techniques along with representative examples of applying the models to key software decision situations. It was calibrated and validated using innovative statistical techniques to fit both expert judgment and 161 carefully collected project data points. The book also introduces emerging COCOMO II extensions for cost and schedule estimation of COTS integration and rapid development. You'll also: bull; Learn firsthand from knowledgeable authors-over 100 person-years of software cost estimation experience Make better software decisions by exploring their cost implications Use the cost and schedule estimates to better plan and control your projects and manage your risks Get started now with the software on the accompanying CD Keep up to date with the authors' Web site Software engineers, managers, and students will all find Software Cost Estimation with COCOMO II an invaluable guide to developing and managing successful software projects on time and under budget. About the CD-ROM The accompanying CD-ROM includes a current copy of COCOMO II, along with demonstration versions of three commercial COCOMO II packages and an extensive documentation suite. All examples from the book are provided live, so you can work them hands on, along with the reading.";"privates Exemplar";"http://bks6.books.google.de/books?id=8eopAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780130266927";"en";"TAB 2.57";"502";"http://books.google.de/books?id=8eopAQAAMAAJ&dq=isbn:9780130266927&hl=&cd=1&source=gbs_api";;"BOOK";;;"Software cost estimation with Cocomo II";"0"
"30090";"Benjamin Poensgen; Bertram Bock";"0.0";"Kostenschätzung";"18.09.2013";"01.01.2005";;"Uni-Bibliothek";"http://bks6.books.google.de/books?id=GVU2PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9783898643320";"en";"TAB 2.57";"169";"http://books.google.de/books?id=GVU2PQAACAAJ&dq=isbn:9783898643320&hl=&cd=1&source=gbs_api";;"BOOK";;;"Function-Point-Analyse";"0"
"30091";"Benjamin Poensgen; Bertram Bock";"0.0";"Kostenschätzung";"18.09.2013";"01.01.2005";;"privates Exemplar";"http://bks6.books.google.de/books?id=GVU2PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9783898643320";"en";"TAB 2.57";"169";"http://books.google.de/books?id=GVU2PQAACAAJ&dq=isbn:9783898643320&hl=&cd=1&source=gbs_api";;"BOOK";;;"Function-Point-Analyse";"0"
"30093";"Paul Clements; Linda M. Northrop";"0.0";"Produktlinien";"18.09.2013";"01.01.2002";"Long a standard practice in traditional manufacturing, the concept of product lines is relatively new to the software industry. A software product line is a family of systems that share a common set of core technical assets, with preplanned extensions and variations to address the needs of specific customers or market segments. Software organizations of all types and sizes are discovering that when skillfully implemented, a product line strategy can yield enormous gains in productivity, quality, and time-to-market. Software Product Lines is the culmination of an intensive investigation, undertaken by the Software Engineering Institute (SEI) at Carnegie Mellon, into how leading-edge software development organizations have 'retooled' for product lines. With explanations of fundamental concepts further illuminated by real-world experience, this book spells out the technical issues involved in adopting a product line strategy, as well as the organizational and management issues that are so critical for success. In providing a comprehensive set of practices and patterns, this book defines and explores the key activities for software product line development and explains specific practice areas in engineering, technical management, and organizational management. Highlights include: The benefits of a software product line approach, including actual improvement data from industrial success stories Methods to develop a reusable base of core assets and to develop products that utilize that core Common problems paired with concrete solutions in the form of reusable software product pine patterns Twenty-nine practice areas for successful implementation, including architecture definition,component development, configuration management, market analysis, and training The product line technical probe for identifying technical and organizational weaknesses that could impede success Three detailed case studies from the industry lead you step by step through the process of developing and managing software product lines, illustrating potential pitfalls, creative solutions, and the ultimate rewards. Discussion questions, sidebars, and real-world anecdotes from the trenches reveal the collective wisdom of those on the front line of software product line ventures. 0201703327B09102001";"privates Exemplar";"http://bks6.books.google.de/books?id=tHGFQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780201703320";"en";"TAB 2.57";"563";"http://books.google.de/books?id=tHGFQgAACAAJ&dq=isbn:9780201703320&hl=&cd=2&source=gbs_api";;"BOOK";"Addison-Wesley";;"Software Product Lines";"0"
"30094";"Krzysztof Czarnecki; Ulrich Eisenecker";"0.0";"Modellgetriebene Entwicklung";"18.09.2013";"01.01.2000";"-- Building generative models: overcoming the limitations of traditional object-oriented modeling. -- Aspect-Oriented Programming, metaprogramming, next-generation code generators, and more. -- Includes illustrative sample code in C, C++, and Java, and three detailed, start-to-finish case studies. Generative Programming (GP) offers the promise of moving from 'one-of-a-kind' software systems to the semi-automated manufacture of wide varieties of software -- essentially, an assembly line for software systems. GP's goal is to model software system families and build software modules such that, given particular requirements specs, highly customized and optimized intermediate or end products can be constructed on demand. This is the first book to cover Generative Programming in depth. The authors, leaders in their field, introduce the two-stage GP development cycle: one stage for designing and implementing a generative domain model, and another for using the model to build concrete systems. They review key differences between generative modeling and processes used for 'one-of-a-kind' systems. Next, they introduce key GP concepts such as feature models, and demonstrate 'generic programming' techniques for creating components which lend themselves to easy combination and reuse. The book also introduces Aspect Oriented Programming, which allows developers to solve key recurring problems in traditional O-O development; and presents metaprogramming techniques for building powerful program generators. Three detailed case studies demonstrate the entire generative development cycle, from analysis to implementation.";"privates Exemplar";"http://bks1.books.google.de/books?id=cCZXYQ6Pau4C&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780201309775";"en";"TAB 2.57";"832";"http://books.google.de/books?id=cCZXYQ6Pau4C&dq=isbn:9780201309775&hl=&cd=1&source=gbs_api";;"BOOK";"Addison-Wesley";;"Generative programming";"0"
"30095";"Thomas Stahl; Markus Völter; Sven Efftinge; Arno Haase";"0.0";"Modellgetriebene Entwicklung";"18.09.2013";"01.05.2007";;"Uni-Bibliothek";;"9783898644488";"de";"TAB 2.57";"441";"http://books.google.de/books?id=wttCGQAACAAJ&dq=isbn:9783898644488&hl=&cd=1&source=gbs_api";;"BOOK";"dpunkt";;"Modellgetriebene Softwareentwicklung";"0"
"30096";"Ian H. Witten; Eibe Frank";"0.0";"Statistik";"18.09.2013";"01.01.2005";;"Uni-Bibliothek";;"9780120884070";"en";;"524";;;"BOOK";"Morgan Kaufmann";;"Data Mining";"0"
"30097";"David E. Simon";"0.0";"Software-Engineering";"18.09.2013";"01.01.1999";"Simon introduces the broad range of applications for embedded software and then reviews each major issue facing developers, offering practical solutions, techniques, and good habits that apply no matter which processor, real-time operating systems, methodology, or application is used.";"privates Exemplar";"http://bks0.books.google.de/books?id=xG2ZD55_BJAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9780201615692";"en";;"424";"http://books.google.de/books?id=xG2ZD55_BJAC&printsec=frontcover&dq=isbn:9780201615692&hl=&cd=1&source=gbs_api";;"BOOK";"Addison-Wesley Professional";;"An Embedded Software Primer: Text";"0"
"30098";"Gernot Starke; Stefan Tilkov";"0.0";"Software-Engineering";"18.09.2013";"01.05.2007";;"privates Exemplar";;"9783898644372";"de";;"874";"http://books.google.de/books?id=2e5CGQAACAAJ&dq=isbn:9783898644372&hl=&cd=1&source=gbs_api";;"BOOK";;;"SOA-Expertenwissen";"0"
"30099";"Dirk Krafzig; Karl Banke; Dirk Slama";"0.0";"Service-Oriented Architecture";"18.09.2013";"01.01.2007";;"privates Exemplar";"http://bks6.books.google.de/books?id=Tl6HGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9783826617294";"de";;"382";"http://books.google.de/books?id=Tl6HGQAACAAJ&dq=isbn:9783826617294&hl=&cd=1&source=gbs_api";"39.95";"BOOK";;;"Enterprise SOA";"0"
"30100";"Clemens Szyperski";"0.0";"Service-Oriented Architecture";"18.09.2013";"01.01.2002";"Intended for software architects and managers, this book explains the nature of component software and how it will affect the engineering, marketing, and deployment of software. Szyperski, who works for Microsoft and is affiliated with Queensland University of Technology, discusses some issues raised by component engineering problems, and presents several approaches to component frameworks. The second edition adds sections on XML, Enterprise JavaBeans, COM+, and the .NET framework. Annotation copyrighted by Book News, Inc., Portland, OR";"Uni-Bibliothek";"http://bks6.books.google.de/books?id=U896iwmtiagC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9780201745726";"en";;"589";"http://books.google.de/books?id=U896iwmtiagC&printsec=frontcover&dq=isbn:9780201745726&hl=&cd=1&source=gbs_api";;"BOOK";"Pearson Education";;"Component Software";"0"
"30101";"Brian Chess; Jacob West";"0.0";"Programmanalyse; Security";"18.09.2013";"01.01.2007";"The First Expert Guide to Static Analysis for Software Security! Creating secure code requires more than just good intentions. Programmers need to know that their code will be safe in an almost infinite number of scenarios and configurations. Static source code analysis gives users the ability to review their work with a fine-toothed comb and uncover the kinds of errors that lead directly to security vulnerabilities. Now, there’s a complete guide to static analysis: how it works, how to integrate it into the software development processes, and how to make the most of it during security code review. Static analysis experts Brian Chess and Jacob West look at the most common types of security defects that occur today. They illustrate main points using Java and C code examples taken from real-world security incidents, showing how coding errors are exploited, how they could have been prevented, and how static analysis can rapidly uncover similar mistakes. This book is for everyone concerned with building more secure software: developers, security engineers, analysts, and testers. Coverage includes: Why conventional bug-catching often misses security problems How static analysis can help programmers get security right The critical attributes and algorithms that make or break a static analysis tool 36 techniques for making static analysis more effective on your code More than 70 types of serious security vulnerabilities, with specific solutions Example vulnerabilities from Firefox, OpenSSH, MySpace, eTrade, Apache httpd, and many more Techniques for handling untrusted input Eliminating buffer overflows: tactical and strategic approaches Avoiding errors specific to Web applications, Web services, and Ajax Security-aware logging, debugging, and error/exception handling Creating, maintaining, and sharing secrets and confidential information Detailed tutorials that walk you through the static analysis process “We designed Java so that it could be analyzed statically. This book shows you how to apply advanced static analysis techniques to create more secure, more reliable software.” –Bill Joy, Co-founder of Sun Microsystems, co-inventor of the Java programming language “'Secure Programming with Static Analysis' is a great primer on static analysis for security-minded developers and security practitioners. Well-written, easy to read, tells you what you need to know.” –David Wagner, Associate Professor, University of California Berkeley “Software developers are the first and best line of defense for the security of their code. This book gives them the security development knowledge and the tools they need in order to eliminate vulnerabilities before they move into the final products that can be exploited.” –Howard A. Schmidt, Former White House Cyber Security Advisor BRIAN CHESS is Founder and Chief Scientist of Fortify Software, where his research focuses on practical methods for creating secure systems. He holds a Ph.D. in Computer Engineering from University of California Santa Cruz, where he studied the application of static analysis to finding security-related code defects. JACOB WEST manages Fortify Software’s Security Research Group, which is responsible for building security knowledge into Fortify’s products. He brings expertise in numerous programming languages, frameworks, and styles together with deep knowledge about how real-world systems fail. CD contains a working demonstration version of Fortify Software’s Source Code Analysis (SCA) product; extensive Java and C code samples; and the tutorial chapters from the book in PDF format. Part I: Software Security and Static Analysis 1 1 The Software Security Problem 3 2 Introduction to Static Analysis 21 3 Static Analysis as Part of the Code Review Process 47 4 Static Analysis Internals 71 Part II: Pervasive Problems 115 5 Handling Input 117 6 Buffer Overflow 175 7 Bride of Buffer Overflow 235 8 Errors and Exceptions 265 Part III: Features and Flavors 295 9 Web Applications 297 10 XML and Web Services 349 11 Privacy and Secrets 379 12 Privileged Programs 421 Part IV: Static Analysis in Practice 457 13 Source Code Analysis Exercises for Java 459 14 Source Code Analysis Exercises for C 503 Epilogue 541 References 545 Index 559";"Uni-Bibliothek";"http://bks1.books.google.de/books?id=DnUbmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780321424778";"en";;"587";"http://books.google.de/books?id=DnUbmQEACAAJ&dq=isbn:9780321424778&hl=&cd=1&source=gbs_api";;"BOOK";"Addison-Wesley";;"Secure Programming with Static Analysis";"0"
"30102";"Alfred V. Aho; Ravi Sethi; Jeffrey D. Ullman";"0.0";"Programmanalyse";"18.09.2013";"01.01.1988";;"privates Exemplar";;"9800201100889";"en";"TAB 2.57";"796";;;"BOOK";"Addison-Wesley";"Principles, Techniques, and Tools";"Compilers";"0"
"30103";"Alfred V. Aho; Ravi Sethi; Jeffrey D. Ullman";"0.0";"Programmanalyse";"18.09.2013";"01.01.1988";;"privates Exemplar";;"389319150X";"de";"TAB 2.57";"567";;;"BOOK";"Addison-Wesley";;"Compilerbau Teil 1";"0"
"30104";"Alfred V. Aho; Ravi Sethi; Jeffrey D. Ullman";"0.0";"Programmanalyse";"18.09.2013";"01.01.1989";;"privates Exemplar";;"9783893191512";"de";"TAB 2.57";"378";"http://books.google.de/books?id=gstNSAAACAAJ&dq=isbn:9783893191512&hl=&cd=1&source=gbs_api";;"BOOK";"Addison-Wesley";;"Compilerbau Teil 2";"0"
"30105";"C Robert Morgan";"0.0";"Programmanalyse";"18.09.2013";"01.01.1998";"Building an Optimizing Compiler provides a high-level design for a thorough optimizer, code generator, scheduler, and register allocator for a generic modern RISC processor. In the process it addresses the small issues that have a large impact on the implementation. The book approaches this subject from a practical viewpoint. Theory is introduced where intuitive arguments are insufficient; however, the theory is described in practical terms. Building an Optimizing Compiler provides a complete theory for static single assignment methods and partial redundancy methods for code optimization. It also provides a new generalization of register allocation techniques. A single running example is used throughout the book to illustrate the compilation process.";"privates Exemplar";"http://bks3.books.google.de/books?id=CXlhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9781555581794";"en";"TAB 2.57";"450";"http://books.google.de/books?id=CXlhQgAACAAJ&dq=isbn:9781555581794&hl=&cd=1&source=gbs_api";;"BOOK";;;"Building an Optimizing Compiler";"0"
"30106";"Muchnik";"0.0";"Programmanalyse";"18.09.2013";"01.01.1997";"From the Foreword by Susan L. Graham: This book takes on the challenges of contemporary languages and architectures, and prepares the reader for the new compiling problems that will inevitably arise in the future. The definitive book on advanced compiler design This comprehensive, up-to-date work examines advanced issues in the design and implementation of compilers for modern processors. Written for professionals and graduate students, the book guides readers in designing and implementing efficient structures for highly optimizing compilers for real-world languages. Covering advanced issues in fundamental areas of compiler design, this book discusses a wide array of possible code optimizations, determining the relative importance of optimizations, and selecting the most effective methods of implementation. * Lays the foundation for understanding the major issues of advanced compiler design * Treats optimization in-depth * Uses four case studies of commercial compiling suites to illustrate different approaches to compiler structure, intermediate-code design, and optimization-these include Sun Microsystems's compiler for SPARC, IBM's for POWER and PowerPC, DEC's for Alpha, and Intel's for Pentium an related processors * Presents numerous clearly defined algorithms based on actual cases * Introduces Informal Compiler Algorithm Notation (ICAN), a language devised by the author to communicate algorithms effectively to people";"privates Exemplar";"http://bks0.books.google.de/books?id=Pq7pHwG1_OkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9781558603202";"en";"TAB 2.57";"856";"http://books.google.de/books?id=Pq7pHwG1_OkC&printsec=frontcover&dq=isbn:9781558603202&hl=&cd=1&source=gbs_api";;"BOOK";"Morgan Kaufmann Publishers";;"Advanced Compiler Design Implementation";"0"
"30107";"Alfred V. Aho; Monica S. Lam; Ravi Sethi; Jeffrey D. Ullman";"0.0";"Programmanalyse";"18.09.2013";"01.01.2008";;"privates Exemplar";"http://bks3.books.google.de/books?id=pTKAwL64NkoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";"9783827370976";"de";"TAB 2.57";"1253";"http://books.google.de/books?id=pTKAwL64NkoC&printsec=frontcover&dq=isbn:9783827370976&hl=&cd=1&source=gbs_api";;"BOOK";"Pearson Deutschland GmbH";"Prinzipien, Techniken und Werkzeuge";"Compiler";"0"
"30108";"Stanley B. Lippman";"0.0";"Programmiersprachen";"18.09.2013";"01.01.1991";;"privates Exemplar";"http://bks1.books.google.de/books?id=89JQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";"9780201548488";"en";"TAB 2.57";"614";"http://books.google.de/books?id=89JQAAAAMAAJ&dq=isbn:9780201548488&hl=&cd=1&source=gbs_api";;"BOOK";"Addison Wesley";;"C++ primer";"0"
